id,Gender,Age,Height,Weight,FAF,BMI,FAF_value,Fitness_level,Gender_v,BMI_Cat,S
733,male,17,1.80671,59,3,18.14946615,2,Advanced,1,-1,5
734,male,18,1.707259,51,1 to 2,17.38219381,1.5,Advanced,1,-1,4.7
735,male,18,1.708107,51,0,17.58779125,0,Advanced,1,-1,3.5
736,male,18,1.739344,51,1 to 2,16.8416846,1.5,Advanced,1,-1,4.7
737,female,19,1.573987,44,1 to 2,17.88795776,1.5,Advanced,0,-1,4.6
738,female,19,1.58092,45,1 to 2,17.9065334,1.5,Advanced,0,-1,4.6
739,female,20,1.603435,45,1 to 2,17.50289129,1.5,Advanced,0,-1,4.7
740,female,20,1.53535,42,0,17.81699687,0,Advanced,0,-1,3.5
741,female,19,1.53161,42,0,17.90411686,0,Intermediate,0,-1,3.4
742,female,19,1.525691,42,0,18.0433063,0,Intermediate,0,-1,3.4
743,male,18,1.719827,52,0,17.6785926,0,Advanced,1,-1,3.5
744,male,18,1.722547,54,1 to 2,18.12636628,1.5,Advanced,1,-1,4.7
745,male,18,1.738702,50,1 to 2,16.62165731,1.5,Advanced,1,-1,4.7
746,male,27,1.816298,87,3,26.36113616,2,Intermediate,1,1,3
747,male,21,1.638085,70,1 to 2,26.08706216,1.5,Intermediate,1,1,2
748,male,25,1.813678,86,0,26.03425031,0,Beginner,1,1,1.2
749,male,22,1.697228,76,1 to 2,26.23673855,1.5,Intermediate,1,1,2.1
750,male,21,1.617469,69,1 to 2,26.32430011,1.5,Intermediate,1,1,2
751,male,19,1.855543,89,0,25.8392367,0,Beginner,1,1,0.6
752,female,42,1.721854,83,4 to 5,27.9681968,3.5,Advanced,0,1,5.5
753,male,21,1.855353,86,1 to 2,25.10313324,1.5,Intermediate,1,1,2
754,male,22,1.696336,75,1 to 2,26.06378627,1.5,Intermediate,1,1,2.1
755,female,19,1.751631,80,4 to 5,26.07382472,3.5,Intermediate,0,1,3.2
756,male,24,1.698346,75,0,26.00212956,0,Beginner,1,1,1.1
757,female,34,1.642971,75,1 to 2,27.71150621,1.5,Intermediate,0,1,3.1
758,female,22,1.613668,68,1 to 2,26.16318455,1.5,Beginner,0,1,1.9
759,male,21,1.605404,68,1 to 2,26.47186146,1.5,Intermediate,1,1,2
760,female,35,1.529834,63,0,26.87752145,0,Intermediate,0,1,2
761,female,37,1.55,62,0,25.94702227,0,Intermediate,0,1,2.2
762,female,22,1.731261,78,3,26.08235012,2,Intermediate,0,1,2.3
763,male,23,1.629194,70,0,26.37256892,0,Beginner,1,1,1
764,male,21,1.62,70,1 to 2,26.6727633,1.5,Intermediate,1,1,2
765,male,21,1.62,70,1 to 2,26.6727633,1.5,Intermediate,1,1,2
766,female,31,1.633491,69,0,25.7856607,0,Beginner,0,1,1.6
767,male,21,1.752391,79,4 to 5,25.76127559,3.5,Advanced,1,1,3.6
768,male,20,1.818226,86,4 to 5,25.96322944,3.5,Advanced,1,1,3.5
769,male,20,1.809101,85,3,25.97127664,2,Intermediate,1,1,2.3
770,male,21,1.709484,75,3,25.66440397,2,Intermediate,1,1,2.4
771,male,21,1.607082,68,1 to 2,26.22135471,1.5,Intermediate,1,1,2
772,female,23,1.718939,76,0,25.70486131,0,Beginner,0,1,0.8
773,male,20,1.831357,90,3,26.7310892,2,Intermediate,1,1,2.3
774,female,22,1.6,66,3,25.93804961,2,Intermediate,0,1,2.3
775,female,21,1.754813,78,1 to 2,25.30687699,1.5,Beginner,0,1,1.8
776,male,18,1.778447,80,4 to 5,25.38002267,3.5,Intermediate,1,1,3.3
777,male,21,1.709561,75,1 to 2,25.66209213,1.5,Intermediate,1,1,2
778,female,29,1.674568,72,3,25.53426435,2,Intermediate,0,1,3
779,male,26,1.755317,82,0,26.68780176,0,Beginner,1,1,1.3
780,male,23,1.708071,75,1 to 2,25.70688324,1.5,Intermediate,1,1,2.2
781,male,20,1.806947,85,1 to 2,26.05760849,1.5,Beginner,1,1,1.9
782,female,24,1.599697,65,0,25.32522461,0,Beginner,0,1,0.9
783,female,33,1.721903,73,0,24.53630059,0,Intermediate,0,0,3.3
784,male,23,1.712556,75,1 to 2,25.73633636,1.5,Intermediate,1,1,2.2
785,female,17,1.551288,55,0,22.82673862,0,Beginner,0,0,1.7
786,female,16,1.603842,65,1 to 2,25.26912433,1.5,Beginner,0,1,1.3
787,female,24,1.588597,62,3,24.70201472,2,Advanced,0,0,4
788,female,35,1.673482,73,0,26.13550837,0,Intermediate,0,1,2
789,male,23,1.858624,89,1 to 2,25.66968735,1.5,Intermediate,1,1,2.2
790,female,37,1.593894,63,4 to 5,24.92449391,3.5,Advanced,0,0,6.5
791,male,19,1.62,70,1 to 2,26.49353185,1.5,Beginner,1,1,1.8
792,female,16,1.616366,67,1 to 2,25.71466124,1.5,Beginner,0,1,1.3
793,female,18,1.637396,70,0,26.10902113,0,Beginner,0,1,0.3
794,female,19,1.550723,61,1 to 2,25.21198759,1.5,Beginner,0,1,1.6
795,female,17,1.6,65,0,25.390625,0,Beginner,0,1,0.2
796,male,30,1.820471,88,3,26.45316682,2,Intermediate,1,1,3.3
797,female,32,1.657496,74,0,26.80516176,0,Beginner,0,1,1.7
798,male,18,1.752123,80,0,26.0591836,0,Beginner,1,1,0.5
799,male,19,1.857231,88,3,25.55260443,2,Intermediate,1,1,2.2
800,female,19,1.76,80,3,25.67955772,2,Intermediate,0,1,2
801,female,18,1.644682,68,0,25.28379555,0,Beginner,0,1,0.3
802,female,18,1.737165,77,1 to 2,25.41627746,1.5,Beginner,0,1,1.5
803,female,20,1.507853,64,0,28.26301672,0,Beginner,0,1,0.5
804,male,28,1.81006,87,3,26.64173753,2,Intermediate,1,1,3.1
805,male,27,1.80179,87,3,26.79273573,2,Intermediate,1,1,3
806,male,21,1.625891,70,1 to 2,26.47982959,1.5,Intermediate,1,1,2
807,male,22,1.64037,70,1 to 2,26.01443535,1.5,Intermediate,1,1,2.1
808,male,27,1.791047,83,0,25.95605677,0,Beginner,1,1,1.4
809,male,22,1.679306,75,1 to 2,26.59509733,1.5,Intermediate,1,1,2.1
810,female,21,1.615145,69,1 to 2,26.31713936,1.5,Beginner,0,1,1.8
811,female,21,1.616467,69,1 to 2,26.31946283,1.5,Beginner,0,1,1.8
812,male,20,1.816783,87,0,26.21346584,0,Beginner,1,1,0.7
813,male,19,1.812472,87,1 to 2,26.40695562,1.5,Beginner,1,1,1.8
814,female,42,1.768231,76,0,24.18867825,0,Advanced,0,0,4.2
815,male,22,1.870931,89,0,25.49767952,0,Beginner,1,1,0.9
816,male,21,1.863685,90,0,25.78478462,0,Beginner,1,1,0.8
817,male,23,1.670227,75,0,26.88501378,0,Beginner,1,1,1
818,male,23,1.717288,76,0,25.75318865,0,Beginner,1,1,1
819,male,19,1.750359,80,1 to 2,26.05583102,1.5,Beginner,1,1,1.8
820,male,23,1.707557,75,1 to 2,25.82754987,1.5,Intermediate,1,1,2.2
821,female,33,1.672446,75,0,26.74675879,0,Beginner,0,1,1.8
822,female,33,1.675979,75,0,26.68645994,0,Beginner,0,1,1.8
823,female,22,1.611239,68,3,26.16998017,2,Intermediate,0,1,2.3
824,female,22,1.611356,68,1 to 2,26.21487568,1.5,Beginner,0,1,1.9
825,male,21,1.62,70,1 to 2,26.6727633,1.5,Intermediate,1,1,2
826,female,37,1.508908,63,0,27.7511213,0,Intermediate,0,1,2.2
827,female,40,1.561109,63,0,25.79819955,0,Intermediate,0,1,2.5
828,female,39,1.554728,63,3,26.06825601,2,Advanced,0,1,4
829,female,22,1.730182,79,3,26.24140947,2,Intermediate,0,1,2.3
830,female,21,1.743841,79,3,25.93911266,2,Intermediate,0,1,2.2
831,male,21,1.62,70,1 to 2,26.6727633,1.5,Intermediate,1,1,2
832,male,21,1.62,70,1 to 2,26.6727633,1.5,Intermediate,1,1,2
833,male,21,1.62,70,1 to 2,26.6727633,1.5,Intermediate,1,1,2
834,male,21,1.62,70,1 to 2,26.6727633,1.5,Intermediate,1,1,2
835,male,21,1.62,70,1 to 2,26.6727633,1.5,Intermediate,1,1,2
836,female,29,1.642506,70,3,25.91223787,2,Intermediate,0,1,3
837,female,31,1.69308,72,1 to 2,25.09223095,1.5,Intermediate,0,1,2.8
838,male,23,1.752115,79,3,25.86873273,2,Intermediate,1,1,2.6
839,male,26,1.745033,80,3,26.27136864,2,Intermediate,1,1,2.9
840,male,20,1.820643,85,3,25.64302964,2,Intermediate,1,1,2.3
841,male,20,1.80733,85,3,26.04479371,2,Intermediate,1,1,2.3
842,male,20,1.8,85,3,26.2345679,2,Intermediate,1,1,2.3
843,male,19,1.814255,85,3,25.90158947,2,Intermediate,1,1,2.2
844,male,22,1.700181,75,3,25.96581204,2,Intermediate,1,1,2.5
845,female,22,1.604697,68,1 to 2,26.41362575,1.5,Beginner,0,1,1.9
846,female,21,1.611,68,1 to 2,26.24255959,1.5,Beginner,0,1,1.8
847,female,21,1.754497,78,0,25.32499789,0,Beginner,0,1,0.6
848,female,21,1.752944,78,1 to 2,25.37269285,1.5,Beginner,0,1,1.8
849,male,19,1.859927,87,3,25.179982,2,Intermediate,1,1,2.2
850,male,22,1.896073,91,3,25.18000633,2,Intermediate,1,1,2.5
851,male,22,1.605314,67,1 to 2,25.85207291,1.5,Intermediate,1,1,2.1
852,female,21,1.758628,78,4 to 5,25.33973658,3.5,Intermediate,0,1,3.4
853,female,21,1.755427,78,4 to 5,25.40953282,3.5,Intermediate,0,1,3.4
854,female,19,1.779882,80,4 to 5,25.28168981,3.5,Intermediate,0,1,3.2
855,male,21,1.712061,75,1 to 2,25.58720182,1.5,Intermediate,1,1,2
856,male,21,1.676014,75,1 to 2,26.69967527,1.5,Intermediate,1,1,2
857,female,28,1.7,74,3,25.68996678,2,Intermediate,0,1,2.9
858,male,29,1.765874,82,1 to 2,26.31073213,1.5,Intermediate,1,1,2.8
859,male,26,1.74595,80,1 to 2,26.24987179,1.5,Intermediate,1,1,2.5
860,male,23,1.690196,75,1 to 2,26.25349483,1.5,Intermediate,1,1,2.2
861,male,20,1.81748,85,3,25.73236155,2,Intermediate,1,1,2.3
862,female,22,1.580964,65,1 to 2,26.15135931,1.5,Beginner,0,1,1.9
863,female,30,1.652084,74,0,26.95701566,0,Beginner,0,1,1.5
864,female,31,1.645511,69,0,25.54522776,0,Beginner,0,1,1.6
865,male,23,1.707968,75,0,25.84152163,0,Beginner,1,1,1
866,female,18,1.456346,56,0,26.17866836,0,Beginner,0,1,0.3
867,female,18,1.498561,55,0,24.65907296,0,Beginner,0,0,1.8
868,female,17,1.603501,65,1 to 2,25.27987292,1.5,Beginner,0,1,1.4
869,female,22,1.558045,64,1 to 2,26.19877338,1.5,Beginner,0,1,1.9
870,female,27,1.55,63,1 to 2,26.17163247,1.5,Intermediate,0,1,2.4
871,female,35,1.647514,74,1 to 2,27.23238226,1.5,Intermediate,0,1,3.2
872,male,24,1.855779,86,1 to 2,25.0001831,1.5,Intermediate,1,1,2.3
873,male,23,1.853223,87,1 to 2,25.35591841,1.5,Intermediate,1,1,2.2
874,female,40,1.570811,62,1 to 2,25.2129294,1.5,Advanced,0,1,3.7
875,female,16,1.617124,68,1 to 2,25.96987491,1.5,Beginner,0,1,1.3
876,female,17,1.644053,67,0,24.95073175,0,Beginner,0,0,1.7
877,female,16,1.608914,65,0,25.11005681,0,Beginner,0,1,0.1
878,female,18,1.647971,69,0,25.34011331,0,Beginner,0,1,0.3
879,female,19,1.624831,70,1 to 2,26.50515094,1.5,Beginner,0,1,1.6
880,female,20,1.508267,61,1 to 2,26.86045692,1.5,Beginner,0,1,1.7
881,female,19,1.518917,60,1 to 2,26.12248959,1.5,Beginner,0,1,1.6
882,female,18,1.6,65,0,25.390625,0,Beginner,0,1,0.3
883,male,33,1.838791,88,3,25.98458783,2,Advanced,1,1,3.6
884,female,33,1.730379,76,1 to 2,25.35576375,1.5,Intermediate,0,1,3
885,female,19,1.759117,80,4 to 5,25.85238029,3.5,Intermediate,0,1,3.2
886,female,19,1.755254,80,4 to 5,25.96629843,3.5,Intermediate,0,1,3.2
887,male,19,1.804099,85,3,26.17579589,2,Intermediate,1,1,2.2
888,male,19,1.813567,86,3,26.19162126,2,Intermediate,1,1,2.2
889,female,21,1.75655,79,0,25.51369792,0,Beginner,0,1,0.6
890,female,19,1.756774,80,3,25.91807609,2,Intermediate,0,1,2
891,female,18,1.62,69,0,26.44029111,0,Beginner,0,1,0.3
892,female,21,1.709585,75,1 to 2,25.66137162,1.5,Beginner,0,1,1.8
893,female,17,1.535618,57,0,24.28165651,0,Beginner,0,0,1.7
894,male,26,1.818848,87,3,26.30801835,2,Intermediate,1,1,2.9
895,male,27,1.817641,87,3,26.36564598,2,Intermediate,1,1,3
896,male,21,1.636592,70,1 to 2,26.13468032,1.5,Intermediate,1,1,2
897,male,21,1.621412,70,1 to 2,26.62632779,1.5,Intermediate,1,1,2
898,male,27,1.802871,86,1 to 2,26.38798144,1.5,Intermediate,1,1,2.6
899,male,22,1.696201,75,1 to 2,26.20668305,1.5,Intermediate,1,1,2.1
900,male,21,1.694633,75,1 to 2,26.13437441,1.5,Intermediate,1,1,2
901,female,21,1.618148,69,1 to 2,26.34483856,1.5,Beginner,0,1,1.8
902,male,19,1.856811,89,3,25.70769076,2,Intermediate,1,1,2.2
903,female,39,1.738321,87,4 to 5,28.76960742,3.5,Advanced,0,1,5.2
904,female,40,1.739293,81,0,26.7473169,0,Intermediate,0,1,2.5
905,male,20,1.807538,85,1 to 2,26.11296877,1.5,Beginner,1,1,1.9
906,male,20,1.849425,85,1 to 2,24.91778535,1.5,Intermediate,1,0,3.4
907,male,21,1.712473,75,1 to 2,25.57489137,1.5,Intermediate,1,1,2
908,female,19,1.753471,80,4 to 5,26.01913244,3.5,Intermediate,0,1,3.2
909,male,24,1.717432,75,0,25.55327578,0,Beginner,1,1,1.1
910,male,23,1.677573,75,0,26.65007331,0,Beginner,1,1,1
911,female,34,1.679725,75,0,26.5411508,0,Beginner,0,1,1.9
912,female,22,1.600914,68,1 to 2,26.55516066,1.5,Beginner,0,1,1.9
913,female,21,1.617749,69,1 to 2,26.32984013,1.5,Beginner,0,1,1.8
914,male,21,1.610209,69,1 to 2,26.56036891,1.5,Intermediate,1,1,2
915,male,21,1.612556,69,1 to 2,26.71325368,1.5,Intermediate,1,1,2
916,female,39,1.548178,62,0,26.00968139,0,Intermediate,0,1,2.4
917,female,39,1.568441,63,0,25.55076821,0,Intermediate,0,1,2.4
918,female,37,1.532322,62,0,26.58302523,0,Intermediate,0,1,2.2
919,female,22,1.730199,79,1 to 2,26.38875046,1.5,Beginner,0,1,1.9
920,female,22,1.730167,78,3,26.20006427,2,Intermediate,0,1,2.3
921,male,22,1.627396,70,1 to 2,26.43087566,1.5,Intermediate,1,1,2.1
922,male,21,1.62,70,1 to 2,26.6727633,1.5,Intermediate,1,1,2
923,male,21,1.62,70,1 to 2,26.6727633,1.5,Intermediate,1,1,2
924,male,21,1.62,70,1 to 2,26.6727633,1.5,Intermediate,1,1,2
925,female,30,1.638744,69,0,25.78395858,0,Beginner,0,1,1.5
926,female,31,1.680858,72,0,25.41811363,0,Beginner,0,1,1.6
927,female,21,1.758372,79,4 to 5,25.70271689,3.5,Intermediate,0,1,3.4
928,male,20,1.822573,85,4 to 5,25.61414669,3.5,Advanced,1,1,3.5
929,male,20,1.815409,85,3,25.88278405,2,Intermediate,1,1,2.3
930,male,22,1.698049,75,3,26.01122625,2,Intermediate,1,1,2.5
931,female,21,1.60681,68,1 to 2,26.25025433,1.5,Beginner,0,1,1.8
932,female,22,1.610327,68,1 to 2,26.22281708,1.5,Beginner,0,1,1.9
933,male,23,1.710415,75,1 to 2,25.68530434,1.5,Intermediate,1,1,2.2
934,male,23,1.716289,76,0,25.69500319,0,Beginner,1,1,1
935,male,20,1.834715,89,3,26.56697565,2,Intermediate,1,1,2.3
936,female,22,1.611822,67,1 to 2,25.84339422,1.5,Beginner,0,1,1.9
937,female,22,1.6,66,3,25.83084531,2,Intermediate,0,1,2.3
938,female,21,1.753578,78,1 to 2,25.35878442,1.5,Beginner,0,1,1.8
939,female,21,1.742364,79,1 to 2,25.91204322,1.5,Beginner,0,1,1.8
940,male,19,1.775626,80,4 to 5,25.40988364,3.5,Intermediate,1,1,3.4
941,male,21,1.714253,75,1 to 2,25.52180741,1.5,Intermediate,1,1,2
942,male,21,1.693628,75,1 to 2,26.14720147,1.5,Intermediate,1,1,2
943,female,29,1.659172,71,3,25.85319083,2,Intermediate,0,1,3
944,male,24,1.776347,82,1 to 2,26.09140551,1.5,Intermediate,1,1,2.3
945,male,26,1.767806,83,1 to 2,26.4611315,1.5,Intermediate,1,1,2.5
946,male,23,1.702516,75,1 to 2,25.87491068,1.5,Intermediate,1,1,2.2
947,male,20,1.814182,85,1 to 2,25.91746752,1.5,Beginner,1,1,1.9
948,female,22,1.59994,65,1 to 2,25.55814417,1.5,Beginner,0,1,1.9
949,female,32,1.666023,73,0,26.2665113,0,Beginner,0,1,1.7
950,male,23,1.701584,75,1 to 2,25.93557968,1.5,Intermediate,1,1,2.2
951,male,23,1.713343,76,0,25.83102584,0,Beginner,1,1,1
952,female,17,1.489409,54,0,24.17150846,0,Beginner,0,0,1.7
953,female,18,1.518067,56,0,24.22280534,0,Beginner,0,0,1.8
954,female,16,1.616533,65,0,24.89800603,0,Beginner,0,0,1.6
955,female,23,1.589616,65,3,25.77381952,2,Intermediate,0,1,2.4
956,female,35,1.675612,74,0,26.17867736,0,Intermediate,0,1,2
957,male,23,1.874061,90,0,25.55570275,0,Beginner,1,1,1
958,female,39,1.580765,63,1 to 2,25.0644034,1.5,Advanced,0,1,3.6
959,male,20,1.62,70,1 to 2,26.51094155,1.5,Beginner,1,1,1.9
960,female,16,1.613921,67,1 to 2,25.62203657,1.5,Beginner,0,1,1.3
961,female,18,1.618683,67,1 to 2,25.64508846,1.5,Beginner,0,1,1.5
962,male,19,1.637537,70,1 to 2,26.1045251,1.5,Beginner,1,1,1.8
963,female,20,1.566524,62,1 to 2,25.10842062,1.5,Beginner,0,1,1.7
964,female,20,1.542328,64,0,26.84414259,0,Beginner,0,1,0.5
965,female,17,1.6,65,1 to 2,25.390625,1.5,Beginner,0,1,1.4
966,female,17,1.600184,65,1 to 2,25.38478616,1.5,Beginner,0,1,1.4
967,male,29,1.773656,87,3,27.67775922,2,Intermediate,1,1,3.2
968,female,32,1.64602,74,1 to 2,27.36692256,1.5,Intermediate,0,1,2.9
969,female,32,1.65015,74,1 to 2,27.10644984,1.5,Intermediate,0,1,2.9
970,male,18,1.751029,80,0,26.09175605,0,Beginner,1,1,0.5
971,male,20,1.838266,89,3,26.48447128,2,Intermediate,1,1,2.3
972,male,20,1.824449,88,3,26.33409129,2,Intermediate,1,1,2.3
973,female,19,1.76,79,1 to 2,25.61635492,1.5,Beginner,0,1,1.6
974,female,18,1.622241,68,0,25.93423807,0,Beginner,0,1,0.3
975,female,18,1.729996,76,1 to 2,25.33235811,1.5,Beginner,0,1,1.5
976,female,18,1.725233,76,1 to 2,25.52411445,1.5,Beginner,0,1,1.5
977,female,20,1.541039,65,0,27.25573324,0,Beginner,0,1,0.5
978,male,21,1.773766,89,1 to 2,28.37757284,1.5,Intermediate,1,1,2
979,male,22,1.75463,89,1 to 2,28.93021801,1.5,Intermediate,1,1,2.1
980,male,21,1.674327,80,3,28.53707296,2,Intermediate,1,1,2.4
981,male,21,1.72,81,3,27.22954131,2,Intermediate,1,1,2.4
982,male,33,1.913241,101,1 to 2,27.72361701,1.5,Intermediate,1,1,3.2
983,male,31,1.737984,83,0,27.32021133,0,Beginner,1,1,1.8
984,male,30,1.703688,82,0,28.32264687,0,Beginner,1,1,1.7
985,male,21,1.716308,80,4 to 5,27.1581094,3.5,Advanced,1,1,3.6
986,male,23,1.65,80,0,29.38475666,0,Beginner,1,1,1
987,female,29,1.57856,66,3,26.29480105,2,Intermediate,0,1,3
988,male,39,1.780846,86,1 to 2,27.01879735,1.5,Advanced,1,1,3.8
989,male,35,1.823168,92,1 to 2,27.56674732,1.5,Intermediate,1,1,3.4
990,female,20,1.525234,65,3,28.03557688,2,Intermediate,0,1,2.1
991,female,22,1.481682,61,0,27.95590043,0,Beginner,0,1,0.7
992,male,19,1.768578,88,3,28.07129553,2,Intermediate,1,1,2.2
993,female,21,1.569878,70,1 to 2,28.29898306,1.5,Beginner,0,1,1.8
994,female,21,1.568188,68,0,27.61208823,0,Beginner,0,1,0.6
995,male,22,1.792527,90,0,28.00813211,0,Beginner,1,1,0.9
996,male,23,1.795311,90,0,27.88235688,0,Beginner,1,1,1
997,female,23,1.700038,80,1 to 2,27.68042341,1.5,Intermediate,0,1,2
998,female,23,1.668649,80,1 to 2,28.89622426,1.5,Intermediate,0,1,2
999,male,25,1.7,85,0,29.3036519,0,Beginner,1,1,1.2
"1,000",male,24,1.713825,84,1 to 2,28.58269052,1.5,Intermediate,1,1,2.3
"1,001",female,25,1.7,78,1 to 2,27.00898547,1.5,Intermediate,0,1,2.2
"1,002",male,31,1.835381,91,0,27.0316933,0,Beginner,1,1,1.8
"1,003",male,24,1.7,81,0,27.94512422,0,Beginner,1,1,1.1
"1,004",female,29,1.7,78,3,26.98961938,2,Intermediate,0,1,3
"1,005",male,18,1.7,83,1 to 2,28.78859308,1.5,Beginner,1,1,1.7
"1,006",female,19,1.659877,77,0,28.04619848,0,Beginner,0,1,0.4
"1,007",male,26,1.836943,96,3,28.50693874,2,Intermediate,1,1,2.9
"1,008",male,23,1.819614,93,0,28.11433298,0,Beginner,1,1,1
"1,009",male,23,1.717775,85,0,28.91217877,0,Beginner,1,1,1
"1,010",male,23,1.791867,90,0,28.03050788,0,Beginner,1,1,1
"1,011",female,25,1.7,81,1 to 2,27.94105779,1.5,Intermediate,0,1,2.2
"1,012",male,34,1.68108,84,1 to 2,29.57082409,1.5,Intermediate,1,1,3.3
"1,013",female,27,1.660756,79,0,28.48862881,0,Beginner,0,1,1.2
"1,014",male,55,1.769269,80,1 to 2,25.71351309,1.5,Beginner,1,1,-1.3
"1,015",male,35,1.765188,85,3,27.27953687,2,Advanced,1,1,3.8
"1,016",male,22,1.65,80,1 to 2,29.38475666,1.5,Intermediate,1,1,2.1
"1,017",male,18,1.654757,80,1 to 2,29.21605229,1.5,Beginner,1,1,1.7
"1,018",female,42,1.647768,79,0,29.15699523,0,Intermediate,0,1,2.7
"1,019",male,22,1.691303,81,4 to 5,28.15550975,3.5,Advanced,1,1,3.7
"1,020",female,29,1.532897,65,0,27.67581086,0,Beginner,0,1,1.4
"1,021",female,25,1.565288,65,1 to 2,26.46746051,1.5,Intermediate,0,1,2.2
"1,022",female,22,1.5,64,0,28.28992444,0,Beginner,0,1,0.7
"1,023",female,23,1.507106,65,1 to 2,28.53526812,1.5,Intermediate,0,1,2
"1,024",male,23,1.70074,81,0,28.11495411,0,Beginner,1,1,1
"1,025",male,23,1.715118,82,1 to 2,27.75698671,1.5,Intermediate,1,1,2.2
"1,026",female,38,1.696423,79,0,27.43989148,0,Intermediate,0,1,2.3
"1,027",female,37,1.653088,80,0,29.27507662,0,Intermediate,0,1,2.2
"1,028",female,34,1.681842,77,3,27.37278864,2,Advanced,0,1,3.5
"1,029",female,34,1.652202,77,1 to 2,28.25629231,1.5,Intermediate,0,1,3.1
"1,030",male,31,1.848683,99,1 to 2,28.96745223,1.5,Intermediate,1,1,3
"1,031",male,34,1.835678,96,1 to 2,28.49456007,1.5,Intermediate,1,1,3.3
"1,032",female,19,1.560029,72,1 to 2,29.4729628,1.5,Beginner,0,1,1.6
"1,033",female,19,1.621048,72,1 to 2,27.4396639,1.5,Beginner,0,1,1.6
"1,034",male,20,1.699474,78,0,27.00632894,0,Beginner,1,1,0.7
"1,035",male,51,1.745528,82,1 to 2,26.95578805,1.5,Beginner,1,1,-0.9
"1,036",male,18,1.720379,85,1 to 2,28.71908906,1.5,Beginner,1,1,1.7
"1,037",male,18,1.758787,85,1 to 2,27.49480687,1.5,Beginner,1,1,1.7
"1,038",male,19,1.704908,81,3,27.99872981,2,Intermediate,1,1,2.2
"1,039",female,34,1.691322,78,0,27.11403639,0,Beginner,0,1,1.9
"1,040",male,17,1.78629,95,1 to 2,29.85973347,1.5,Beginner,1,1,1.6
"1,041",male,33,1.705617,83,3,28.53670566,2,Advanced,1,1,3.6
"1,042",male,33,1.733439,85,4 to 5,28.20604576,3.5,Advanced,1,1,4.8
"1,043",female,36,1.701397,83,1 to 2,28.67257959,1.5,Intermediate,0,1,3.3
"1,044",female,20,1.625236,74,3,28.17959638,2,Intermediate,0,1,2.1
"1,045",female,19,1.545196,72,3,30.35136994,2,Intermediate,0,1,2
"1,046",male,34,1.843172,93,1 to 2,27.2851892,1.5,Intermediate,1,1,3.3
"1,047",male,23,1.705813,82,3,28.18476137,2,Intermediate,1,1,2.6
"1,048",male,20,1.704141,79,3,27.130963,2,Intermediate,1,1,2.3
"1,049",male,19,1.706082,78,3,26.8227933,2,Intermediate,1,1,2.2
"1,050",male,30,1.842943,94,3,27.61658835,2,Intermediate,1,1,3.3
"1,051",male,27,1.880992,100,3,28.15717697,2,Intermediate,1,1,3
"1,052",male,21,1.726774,83,3,27.78696811,2,Intermediate,1,1,2.4
"1,053",male,33,1.73196,84,1 to 2,28.10814988,1.5,Intermediate,1,1,3.2
"1,054",male,18,1.751278,87,1 to 2,28.35485728,1.5,Beginner,1,1,1.7
"1,055",male,31,1.780448,88,1 to 2,27.89655875,1.5,Intermediate,1,1,3
"1,056",male,33,1.85,98,1 to 2,28.61076698,1.5,Intermediate,1,1,3.2
"1,057",male,25,1.785241,88,0,27.62319429,0,Beginner,1,1,1.2
"1,058",male,24,1.718845,86,0,29.21712192,0,Beginner,1,1,1.1
"1,059",female,20,1.530248,69,1 to 2,29.40264647,1.5,Beginner,0,1,1.7
"1,060",female,34,1.664927,80,0,28.99949583,0,Beginner,0,1,1.9
"1,061",female,34,1.673333,77,1 to 2,27.57303225,1.5,Intermediate,0,1,3.1
"1,062",male,23,1.725587,82,1 to 2,27.69976334,1.5,Intermediate,1,1,2.2
"1,063",female,43,1.733875,87,1 to 2,28.92084251,1.5,Advanced,0,1,4
"1,064",female,45,1.675953,80,0,28.36364158,0,Beginner,0,1,-1.7
"1,065",male,22,1.786238,90,0,28.14555002,0,Beginner,1,1,0.9
"1,066",male,21,1.718534,80,4 to 5,27.0877997,3.5,Advanced,1,1,3.6
"1,067",male,31,1.919543,102,1 to 2,27.55885029,1.5,Intermediate,1,1,3
"1,068",male,31,1.707613,83,0,28.32254158,0,Beginner,1,1,1.8
"1,069",male,22,1.658393,80,4 to 5,29.08808128,3.5,Advanced,1,1,3.7
"1,070",female,31,1.536819,66,1 to 2,27.90767012,1.5,Intermediate,0,1,2.8
"1,071",male,35,1.805459,90,0,27.65259754,0,Intermediate,1,1,2.2
"1,072",female,21,1.521008,67,1 to 2,28.99681268,1.5,Beginner,0,1,1.8
"1,073",male,19,1.744733,87,4 to 5,28.67188456,3.5,Intermediate,1,1,3.4
"1,074",female,20,1.529223,65,3,27.8553636,2,Intermediate,0,1,2.1
"1,075",male,23,1.799742,90,0,27.78008651,0,Beginner,1,1,1
"1,076",female,23,1.681314,80,0,28.31354439,0,Beginner,0,1,0.8
"1,077",male,24,1.706912,86,0,29.42931095,0,Beginner,1,1,1.1
"1,078",female,24,1.663509,80,0,28.90943988,0,Beginner,0,1,0.9
"1,079",male,29,1.752265,88,0,28.69174237,0,Beginner,1,1,1.6
"1,080",male,25,1.735343,83,0,27.67393798,0,Beginner,1,1,1.2
"1,081",female,29,1.7,78,3,26.98961938,2,Intermediate,0,1,3
"1,082",male,17,1.7,83,1 to 2,28.86300069,1.5,Beginner,1,1,1.6
